order_date,order_id,product,product_id,category,purchase_address,quantity_ordered,price_each,cost_price,turnover,margin,time_of_day,purchase_state
2023-01-03,142688,usb-c charging cable,6989206138150,électronique,"202 lake st, seattle, wa 98101",1,11.95,5.975,11.95,5.975,morning, wa 98101
2023-01-15,142689,usb-c charging cable,7095156438596,électronique,"506 park st, austin, tx 73301",1,11.95,5.975,11.95,5.975,unknown, tx 73301
2023-01-10,142690,aaa batteries (4-pack),5527829459783,électronique,"64 madison st, atlanta, ga 30301",1,2.99,1.495,2.99,1.495,afternoon, ga 30301
2023-01-16,142691,27in fhd monitor,7932005769849,sports,"915 river st, new york city, ny 10001",1,149.99,97.4935,149.99,52.4965,evening, ny 10001
2023-01-29,142693,bose soundsport headphones,9300133189175,alimentation,"975 2nd st, los angeles, ca 90001",1,99.99,49.995,99.99,49.995,morning, ca 90001
2023-01-02,142694,apple airpods headphones,9277918516960,vêtements,"879 center st, portland, or 97035",1,150,97.5,150,52.5,morning, or 97035
2023-01-24,142695,lightning charging cable,4141283959209,alimentation,"865 cedar st, austin, tx 73301",1,14.95,7.475,14.95,7.475,afternoon, tx 73301
2023-01-20,142697,aaa batteries (4-pack),9254065082898,sports,"517 chestnut st, san francisco, ca 94016",1,2.99,1.495,2.99,1.495,afternoon, ca 94016
2023-01-19,142698,wired headphones,2210954853118,vêtements,"24 south st, san francisco, ca 94016",1,11.99,5.995,11.99,5.995,afternoon, ca 94016
2023-01-21,142699,wired headphones,9155475219053,alimentation,"703 lincoln st, new york city, ny 10001",1,11.99,5.995,11.99,5.995,evening, ny 10001
2023-01-20,142700,usb-c charging cable,9382973646062,sports,"881 spruce st, boston, ma 02215",1,11.95,5.975,11.95,5.975,morning, ma 02215
2023-01-02,142701,lg dryer,4551050540530,électronique,"116 main st, san francisco, ca 94016",1,600,198,600,402,evening, ca 94016
2023-01-31,142703,lightning charging cable,1338781868337,vêtements,"265 12th st, austin, tx 73301",1,14.95,7.475,14.95,7.475,unknown, tx 73301
2023-01-07,142704,lightning charging cable,7780830645637,électronique,"331 wilson st, new york city, ny 10001",1,14.95,7.475,14.95,7.475,morning, ny 10001
2023-01-25,142705,lightning charging cable,1357650216383,électronique,"980 johnson st, dallas, tx 75001",1,14.95,7.475,14.95,7.475,evening, tx 75001
2023-01-28,142706,27in fhd monitor,8497252336023,électronique,"802 ridge st, new york city, ny 10001",1,149.99,97.4935,149.99,52.4965,afternoon, ny 10001
2023-01-03,142707,27in 4k gaming monitor,3547131191520,vêtements,"822 wilson st, san francisco, ca 94016",1,389.99,128.69670000000002,389.99,261.2933,afternoon, ca 94016
2023-01-26,142708,lightning charging cable,6811431455790,sports,"62 dogwood st, new york city, ny 10001",1,14.95,7.475,14.95,7.475,afternoon, ny 10001
2023-01-11,142710,wired headphones,4214591155476,vêtements,"424 pine st, boston, ma 02215",1,11.99,5.995,11.99,5.995,afternoon, ma 02215
2023-01-25,142711,apple airpods headphones,5345690302569,alimentation,"79 7th st, boston, ma 02215",1,150,97.5,150,52.5,evening, ma 02215
2023-01-22,142712,27in fhd monitor,7649980168898,alimentation,"705 lakeview st, boston, ma 02215",1,149.99,97.4935,149.99,52.4965,afternoon, ma 02215
2023-01-06,142713,usb-c charging cable,4333020109510,vêtements,"917 1st st, atlanta, ga 30301",1,11.95,5.975,11.95,5.975,morning, ga 30301
2023-01-01,142714,lg washing machine,3303869721294,électronique,"972 12th st, san francisco, ca 94016",1,600,198,600,402,afternoon, ca 94016
2023-01-16,142715,wired headphones,4642112538826,sports,"685 elm st, los angeles, ca 90001",1,11.99,5.995,11.99,5.995,afternoon, ca 90001
2023-01-28,142716,34in ultrawide monitor,3803561639840,électronique,"228 forest st, san francisco, ca 94016",1,379.99,125.3967,379.99,254.5933,morning, ca 94016
2023-01-20,142717,vareebadd phone,4091515825327,vêtements,"822 9th st, portland, me 04101",1,400,132,400,268,evening, me 04101
2023-01-27,142718,wired headphones,9223498217628,vêtements,"361 forest st, seattle, wa 98101",1,11.99,5.995,11.99,5.995,morning, wa 98101
2023-01-27,142719,bose soundsport headphones,5861613320337,alimentation,"592 hickory st, los angeles, ca 90001",1,99.99,49.995,99.99,49.995,unknown, ca 90001
2023-01-15,142720,bose soundsport headphones,5109585859293,vêtements,"175 lakeview st, atlanta, ga 30301",1,99.99,49.995,99.99,49.995,morning, ga 30301
2023-01-11,142721,27in fhd monitor,4718106527979,alimentation,"123 johnson st, san francisco, ca 94016",1,149.99,97.4935,149.99,52.4965,evening, ca 94016
2023-01-08,142722,aa batteries (4-pack),8395059273046,électronique,"419 center st, new york city, ny 10001",1,3.84,1.92,3.84,1.92,afternoon, ny 10001
2023-01-31,142723,27in 4k gaming monitor,8504579780361,sports,"264 cedar st, san francisco, ca 94016",1,389.99,128.69670000000002,389.99,261.2933,afternoon, ca 94016
2023-01-19,142724,apple airpods headphones,5667243658936,sports,"230 12th st, seattle, wa 98101",1,150,97.5,150,52.5,evening, wa 98101
2023-01-10,142726,aa batteries (4-pack),8155632945051,sports,"122 park st, san francisco, ca 94016",1,3.84,1.92,3.84,1.92,morning, ca 94016
2023-01-12,142727,macbook pro laptop,3368180599556,vêtements,"194 lake st, san francisco, ca 94016",1,1700,561,1700,1139,evening, ca 94016
2023-01-12,142727,aa batteries (4-pack),1950946244265,électronique,"194 lake st, san francisco, ca 94016",2,3.84,1.92,7.68,3.84,evening, ca 94016
2023-01-23,142728,lightning charging cable,5003923771621,électronique,"21 church st, san francisco, ca 94016",1,14.95,7.475,14.95,7.475,morning, ca 94016
2023-01-14,142729,wired headphones,4383987157862,alimentation,"119 cedar st, atlanta, ga 30301",1,11.99,5.995,11.99,5.995,afternoon, ga 30301
2023-01-11,142730,google phone,1433481140047,vêtements,"219 chestnut st, new york city, ny 10001",1,600,198,600,402,morning, ny 10001
2023-01-11,142730,usb-c charging cable,4740157548658,alimentation,"219 chestnut st, new york city, ny 10001",1,11.95,5.975,11.95,5.975,morning, ny 10001
2023-01-05,142731,lightning charging cable,9973690136359,sports,"92 4th st, dallas, tx 75001",1,14.95,7.475,14.95,7.475,afternoon, tx 75001
2023-01-21,142732,aa batteries (4-pack),5580147257475,électronique,"207 5th st, san francisco, ca 94016",1,3.84,1.92,3.84,1.92,afternoon, ca 94016
2023-01-10,142734,aa batteries (4-pack),5273664086868,vêtements,"533 12th st, austin, tx 73301",1,3.84,1.92,3.84,1.92,evening, tx 73301
2023-01-02,142735,usb-c charging cable,1110591765622,électronique,"30 jefferson st, los angeles, ca 90001",1,11.95,5.975,11.95,5.975,afternoon, ca 90001
2023-01-02,142736,bose soundsport headphones,6475701718161,alimentation,"264 adams st, boston, ma 02215",1,99.99,49.995,99.99,49.995,afternoon, ma 02215
2023-01-14,142737,usb-c charging cable,9676759851824,vêtements,"603 2nd st, los angeles, ca 90001",1,11.95,5.975,11.95,5.975,afternoon, ca 90001
2023-01-06,142738,macbook pro laptop,3807688065396,alimentation,"171 highland st, seattle, wa 98101",1,1700,561,1700,1139,afternoon, wa 98101
2023-01-16,142739,aa batteries (4-pack),8358923048020,électronique,"436 6th st, seattle, wa 98101",1,3.84,1.92,3.84,1.92,unknown, wa 98101
2023-01-26,142740,vareebadd phone,2093882119637,alimentation,"249 main st, austin, tx 73301",1,400,132,400,268,afternoon, tx 73301
2023-01-11,142741,lightning charging cable,3666564538966,alimentation,"668 lincoln st, portland, or 97035",1,14.95,7.475,14.95,7.475,morning, or 97035
2023-01-19,142742,usb-c charging cable,5590788182480,électronique,"729 13th st, san francisco, ca 94016",1,11.95,5.975,11.95,5.975,evening, ca 94016
2023-01-16,142745,bose soundsport headphones,7400260348713,électronique,"21 walnut st, atlanta, ga 30301",1,99.99,49.995,99.99,49.995,afternoon, ga 30301
2023-01-07,142747,aa batteries (4-pack),9045991737304,alimentation,"350 spruce st, san francisco, ca 94016",2,3.84,1.92,7.68,3.84,afternoon, ca 94016
2023-01-04,142748,thinkpad laptop,9686246121744,vêtements,"219 spruce st, san francisco, ca 94016",1,999.99,329.99670000000003,999.99,669.9933,afternoon, ca 94016
2023-01-30,142750,aaa batteries (4-pack),5265395162247,sports,"438 ridge st, los angeles, ca 90001",1,2.99,1.495,2.99,1.495,afternoon, ca 90001
2023-01-05,142751,wired headphones,2331919271108,alimentation,"860 cedar st, los angeles, ca 90001",1,11.99,5.995,11.99,5.995,evening, ca 90001
2023-01-09,142752,aa batteries (4-pack),4931929553598,électronique,"163 4th st, boston, ma 02215",1,3.84,1.92,3.84,1.92,evening, ma 02215
2023-01-12,142753,bose soundsport headphones,2928010603575,sports,"83 lakeview st, new york city, ny 10001",1,99.99,49.995,99.99,49.995,unknown, ny 10001
2023-01-07,142754,usb-c charging cable,1362284311697,électronique,"10 west st, dallas, tx 75001",1,11.95,5.975,11.95,5.975,morning, tx 75001
2023-01-21,142755,iphone,1432377112760,électronique,"434 5th st, atlanta, ga 30301",1,700,231,700,469,afternoon, ga 30301
2023-01-11,142756,aa batteries (4-pack),1088969328358,électronique,"786 2nd st, dallas, tx 75001",1,3.84,1.92,3.84,1.92,morning, tx 75001
2023-01-07,142757,34in ultrawide monitor,6503307867005,vêtements,"614 cedar st, atlanta, ga 30301",1,379.99,125.3967,379.99,254.5933,morning, ga 30301
2023-01-24,142758,27in 4k gaming monitor,1134788936088,vêtements,"425 walnut st, los angeles, ca 90001",1,389.99,128.69670000000002,389.99,261.2933,evening, ca 90001
2023-01-21,142759,bose soundsport headphones,9760658597900,vêtements,"832 lincoln st, new york city, ny 10001",1,99.99,49.995,99.99,49.995,afternoon, ny 10001
2023-01-28,142760,wired headphones,7076924399867,sports,"630 chestnut st, san francisco, ca 94016",2,11.99,5.995,23.98,11.99,evening, ca 94016
2023-01-12,142761,aa batteries (4-pack),8955834952797,alimentation,"325 10th st, boston, ma 02215",1,3.84,1.92,3.84,1.92,morning, ma 02215
2023-01-20,142762,iphone,7795825224909,sports,"613 jackson st, boston, ma 02215",1,700,231,700,469,morning, ma 02215
2023-01-23,142763,aaa batteries (4-pack),4812677286055,sports,"74 church st, new york city, ny 10001",1,2.99,1.495,2.99,1.495,unknown, ny 10001
2023-01-20,142764,aa batteries (4-pack),8308077410932,électronique,"691 center st, san francisco, ca 94016",3,3.84,1.92,11.52,5.76,evening, ca 94016
2023-01-13,142765,wired headphones,3135921431312,électronique,"786 adams st, boston, ma 02215",1,11.99,5.995,11.99,5.995,afternoon, ma 02215
2023-01-30,142766,usb-c charging cable,7757314402631,électronique,"351 river st, san francisco, ca 94016",1,11.95,5.975,11.95,5.975,evening, ca 94016
2023-01-25,142767,34in ultrawide monitor,3011630770561,alimentation,"128 center st, atlanta, ga 30301",1,379.99,125.3967,379.99,254.5933,evening, ga 30301
2023-01-28,142769,usb-c charging cable,5344821541781,alimentation,"448 park st, portland, or 97035",1,11.95,5.975,11.95,5.975,afternoon, or 97035
2023-01-16,142771,google phone,2117712931937,sports,"714 13th st, austin, tx 73301",1,600,198,600,402,unknown, tx 73301
2023-01-13,142772,vareebadd phone,6046772294732,électronique,"670 chestnut st, new york city, ny 10001",1,400,132,400,268,afternoon, ny 10001
2023-01-20,142773,aaa batteries (4-pack),5304125134147,sports,"783 14th st, san francisco, ca 94016",2,2.99,1.495,5.98,2.99,afternoon, ca 94016
2023-01-20,142774,iphone,9681182325154,électronique,"175 church st, san francisco, ca 94016",1,700,231,700,469,evening, ca 94016
2023-01-07,142775,27in fhd monitor,6111794998117,vêtements,"258 lincoln st, dallas, tx 75001",1,149.99,97.4935,149.99,52.4965,morning, tx 75001
2023-01-01,142776,wired headphones,4982155394426,alimentation,"538 willow st, seattle, wa 98101",1,11.99,5.995,11.99,5.995,evening, wa 98101
2023-01-31,142777,wired headphones,3296759964268,vêtements,"492 13th st, san francisco, ca 94016",1,11.99,5.995,11.99,5.995,morning, ca 94016
2023-01-04,142778,macbook pro laptop,1234304414369,vêtements,"83 forest st, boston, ma 02215",1,1700,561,1700,1139,unknown, ma 02215
2023-01-06,142779,aaa batteries (4-pack),5389572188554,vêtements,"19 lakeview st, los angeles, ca 90001",1,2.99,1.495,2.99,1.495,evening, ca 90001
2023-01-22,142780,wired headphones,6686186526074,électronique,"253 cherry st, new york city, ny 10001",1,11.99,5.995,11.99,5.995,morning, ny 10001
2023-01-20,142781,27in 4k gaming monitor,9386368948151,alimentation,"295 1st st, los angeles, ca 90001",1,389.99,128.69670000000002,389.99,261.2933,unknown, ca 90001
2023-01-11,142782,lightning charging cable,1625149848090,alimentation,"782 church st, boston, ma 02215",1,14.95,7.475,14.95,7.475,afternoon, ma 02215
2023-01-25,142784,aaa batteries (4-pack),8372961468385,vêtements,"301 park st, new york city, ny 10001",4,2.99,1.495,11.96,5.98,unknown, ny 10001
2023-01-05,142785,bose soundsport headphones,9832821275461,vêtements,"676 14th st, portland, or 97035",1,99.99,49.995,99.99,49.995,afternoon, or 97035
2023-01-07,142786,27in fhd monitor,1640954275948,alimentation,"756 7th st, atlanta, ga 30301",1,149.99,97.4935,149.99,52.4965,unknown, ga 30301
2023-01-16,142787,lightning charging cable,6763593909563,électronique,"701 12th st, new york city, ny 10001",1,14.95,7.475,14.95,7.475,afternoon, ny 10001
2023-01-11,142788,lightning charging cable,3020679891440,alimentation,"488 hill st, seattle, wa 98101",1,14.95,7.475,14.95,7.475,afternoon, wa 98101
2023-01-01,142789,aaa batteries (4-pack),6999232901773,alimentation,"336 spruce st, boston, ma 02215",1,2.99,1.495,2.99,1.495,morning, ma 02215
2023-01-26,142790,bose soundsport headphones,3481123232761,électronique,"225 7th st, los angeles, ca 90001",1,99.99,49.995,99.99,49.995,evening, ca 90001
2023-01-26,142790,macbook pro laptop,7912317432828,vêtements,"225 7th st, los angeles, ca 90001",1,1700,561,1700,1139,evening, ca 90001
2023-01-06,142791,bose soundsport headphones,7571462780109,vêtements,"913 hill st, los angeles, ca 90001",1,99.99,49.995,99.99,49.995,evening, ca 90001
2023-01-16,142792,34in ultrawide monitor,8963134761289,vêtements,"387 maple st, boston, ma 02215",1,379.99,125.3967,379.99,254.5933,morning, ma 02215
2023-01-26,142793,aaa batteries (4-pack),4283186873508,vêtements,"824 jackson st, san francisco, ca 94016",2,2.99,1.495,5.98,2.99,evening, ca 94016
2023-01-19,142794,wired headphones,3965782742961,vêtements,"882 7th st, san francisco, ca 94016",1,11.99,5.995,11.99,5.995,unknown, ca 94016
2023-01-02,142795,wired headphones,6701562036076,alimentation,"192 maple st, san francisco, ca 94016",1,11.99,5.995,11.99,5.995,evening, ca 94016
2023-01-14,142796,macbook pro laptop,5096742736593,alimentation,"39 hill st, boston, ma 02215",1,1700,561,1700,1139,evening, ma 02215
2023-01-06,142797,aaa batteries (4-pack),5430707135605,sports,"557 13th st, seattle, wa 98101",1,2.99,1.495,2.99,1.495,afternoon, wa 98101
2023-01-08,142798,wired headphones,8220193353521,alimentation,"156 elm st, san francisco, ca 94016",1,11.99,5.995,11.99,5.995,morning, ca 94016
2023-01-13,142799,aaa batteries (4-pack),4206741978303,alimentation,"273 north st, austin, tx 73301",1,2.99,1.495,2.99,1.495,morning, tx 73301
2023-01-08,142801,aa batteries (4-pack),5772951629330,sports,"132 jefferson st, san francisco, ca 94016",1,3.84,1.92,3.84,1.92,unknown, ca 94016
2023-01-29,142802,wired headphones,2733792546428,sports,"223 highland st, dallas, tx 75001",1,11.99,5.995,11.99,5.995,afternoon, tx 75001
2023-01-09,142803,wired headphones,9064624811591,électronique,"904 maple st, boston, ma 02215",1,11.99,5.995,11.99,5.995,evening, ma 02215
2023-01-31,142804,vareebadd phone,4053236773788,sports,"950 meadow st, los angeles, ca 90001",1,400,132,400,268,evening, ca 90001
2023-01-30,142805,bose soundsport headphones,4730369347050,électronique,"445 church st, san francisco, ca 94016",1,99.99,49.995,99.99,49.995,unknown, ca 94016
2023-01-25,142807,27in 4k gaming monitor,1505738530081,sports,"485 sunset st, los angeles, ca 90001",1,389.99,128.69670000000002,389.99,261.2933,afternoon, ca 90001
2023-01-11,142808,27in fhd monitor,7524192526995,vêtements,"38 center st, dallas, tx 75001",1,149.99,97.4935,149.99,52.4965,evening, tx 75001
2023-01-24,142810,aa batteries (4-pack),4653108568179,électronique,"486 adams st, boston, ma 02215",1,3.84,1.92,3.84,1.92,afternoon, ma 02215
2023-01-05,142811,lightning charging cable,1406960742569,sports,"149 johnson st, portland, or 97035",1,14.95,7.475,14.95,7.475,unknown, or 97035
2023-01-19,142812,iphone,7353209164759,vêtements,"373 park st, san francisco, ca 94016",1,700,231,700,469,morning, ca 94016
2023-01-19,142812,lightning charging cable,5727897869824,électronique,"373 park st, san francisco, ca 94016",1,14.95,7.475,14.95,7.475,morning, ca 94016
2023-01-23,142813,aaa batteries (4-pack),9379378889942,alimentation,"733 west st, new york city, ny 10001",2,2.99,1.495,5.98,2.99,evening, ny 10001
2023-01-18,142814,aa batteries (4-pack),1076863713168,électronique,"764 2nd st, san francisco, ca 94016",1,3.84,1.92,3.84,1.92,evening, ca 94016
2023-01-20,142815,aa batteries (4-pack),2150301020671,sports,"506 13th st, new york city, ny 10001",3,3.84,1.92,11.52,5.76,afternoon, ny 10001
2023-01-27,142816,thinkpad laptop,3118026286176,vêtements,"827 elm st, dallas, tx 75001",1,999.99,329.99670000000003,999.99,669.9933,unknown, tx 75001
2023-01-30,142817,thinkpad laptop,6302127564375,vêtements,"355 walnut st, los angeles, ca 90001",1,999.99,329.99670000000003,999.99,669.9933,evening, ca 90001
2023-01-13,142818,aaa batteries (4-pack),1378011251737,électronique,"295 church st, san francisco, ca 94016",2,2.99,1.495,5.98,2.99,afternoon, ca 94016
2023-01-10,142819,wired headphones,7953639597279,vêtements,"992 7th st, los angeles, ca 90001",1,11.99,5.995,11.99,5.995,afternoon, ca 90001
2023-01-08,142820,apple airpods headphones,7552403290744,sports,"302 5th st, austin, tx 73301",1,150,97.5,150,52.5,evening, tx 73301
2023-01-16,142821,usb-c charging cable,3307440577368,sports,"37 west st, boston, ma 02215",2,11.95,5.975,23.9,11.95,evening, ma 02215
